               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.08375,            0.039097,            0.072906,             0.49722,            0.076667,            0.041743,            0.016803,            0.048789,            0.030618,            0.057075,             0.07008,           0.0033245,           0.0033245
                   1,            0.060283,            0.034954,            0.055949,              0.4226,             0.16227,             0.10085,            0.047215,            0.046484,            0.026339,            0.047866,             0.03975,           0.0063282,           0.0063282
